id,word_representation,outwear,top,trousers,women dresses,women skirts
6099,w195317 w256553 w70995 w286461 w102045 w112319 w165609 w209530 w125403 w121255 w314686 w217871 w392128 w66980 w373517 w10065 w118355 w379920 w322224 w70969,0,0,1,0,0
3004,w195317 w87218 w70995 w286461 w282167 w296947 w7667 w15393 w217871 w66980 w373517 w202485 w10065 w7718 w330955 w39302 w187485 w347760 w230612 w177163 w109047,1,0,1,0,0
2494,w237465 w186076 w306817 w286461 w34893 w39218 w82660 w221983,0,0,0,0,1
4504,w500042 w358562 w81698 w221366 w26509 w66980 w34893 w197783 w193800 w373432 w94172 w277040 w365489 w250138 w140261 w248538 w82660 w333024 w303894 w33992,0,1,0,1,0
3795,w155034 w256553 w179688 w195698 w294820 w33992 w186076 w240587 w334524 w217871 w111248 w200253 w255783 w104397 w221983 w186076 w240587,0,1,0,0,1
4867,w29880 w84933 w202485 w376672 w85858 w309016 w12685 w270233 w177420 w41327 w151648 w155034 w152735 w279541 w48576 w334524 w217871 w279522 w43233 w186076 w399290 w22966 w329599 w283971 w230612 w4564 w109047,0,0,1,0,0
3257,w230409 w33852 w109269 w369689 w186076 w217871 w286596 w62255 w267098 w70969 w270233 w223897 w260920 w34893 w81461 w105773 w375163 w71220 w217871 w327774 w90685 w34893 w382355 w374393 w46640 w70969,0,0,1,0,0
7287,w237465 w256553 w37419 w286461 w34893 w197783 w261297 w386149 w333524 w280823 w221983 w253354 w311583 w89538 w217871 w223408 w301497 w340315 w217871 w181937 w22890 w166896 w1867 w120979,0,1,0,0,1
7129,w500126 w240587 w286461 w34893 w145577 w20297 w374393 w23969 w84287 w109896 w139689 w232774 w45374 w15393 w217871 w83808 w48776 w314686 w127064 w203588 w12685,1,0,1,0,0
5817,w237465 w53495 w306061 w372126 w47982 w66980 w189406 w71392 w217871 w110776 w234583 w85858 w250138 w217871 w171593 w36882 w103141 w318673 w45021 w380347 w201668,0,1,0,1,0
4716,w395855 w61795 w286461 w308610 w111248 w500598 w173688 w399554 w314686 w217871 w111248 w200126 w124971 w371438 w279028 w75397,1,0,1,0,0
7220,w50127 w217871 w163419 w374012 w93366 w120502 w217871 w368918 w19283 w236731 w194870 w149925 w339655 w374393 w34893 w204762 w150363 w159776 w115724 w36882 w368487 w170986 w314686,0,1,1,0,0
1569,w373517 w347736 w256905 w66217 w186076 w185000 w162965 w34893 w39082 w280823 w219120 w69002 w121255 w193800 w120979 w217871 w89538 w142060 w239430 w255331 w380494 w241910 w207614 w44158 w173688 w333524 w46640 w314686,0,1,1,0,0
5991,w112319 w66980 w194870 w167930 w260687 w195815 w500107 w39222 w207614 w194870 w316201 w20297 w87218 w236352 w374393 w34893 w44598 w115724 w279026 w336335 w342007 w48576 w386149 w286596 w392167,1,0,0,0,0
877,w157401 w229673 w256553 w97300 w286461 w34893 w297838 w500457 w197783 w193800 w1867 w120979 w217871 w183833 w173688 w347760 w91800 w314686,0,1,1,0,0
6055,w66980 w165326 w305137 w289829 w134152 w204762 w101681 w500316 w186311 w156342 w171593 w36882 w256905 w158103 w247655 w270233 w398645 w381413 w119631 w358149 w180347 w15393 w244632 w187972 w240587 w221682 w379800,1,1,0,0,0
2252,w256553 w286461 w39218 w158353 w320917 w266604 w120979 w66980 w194870 w13069 w42169 w251935 w185379 w34893 w122531 w92187 w241910,0,1,1,0,0
6906,w256897 w500001 w253354 w254516 w102910 w374393 w20297 w261113 w391561 w337551 w237137 w207477 w384021 w111939 w217871 w58229 w36882,1,1,0,0,0
3014,w364852 w84933 w152440 w133512 w311583 w264643 w177982 w241910 w270233 w239332 w48576 w239332 w245977 w204762 w500295 w500341,0,1,1,0,0
356,w371004 w500024 w144920 w172251 w368663 w39138 w115724 w193067 w222757 w217871 w114650 w138763 w107897 w36882,0,1,1,0,0
1426,w120979 w292604 w334392 w133157 w36882 w42169 w377964 w311583 w8 w121802 w382662 w111248 w500439 w272693,0,1,1,0,0
7134,w247655 w270233 w261113 w241392 w500001 w708 w93240 w376233 w120979 w250138 w82660 w284351 w177163 w33992,0,1,0,1,0
7178,w34893 w368487 w276473 w75959 w380494 w12685 w48576 w292000 w305137 w182664 w384857 w235668 w240587 w305925 w207614 w386149 w20894 w339993 w120979,0,1,1,0,0
2321,w377964 w137669 w195698 w33841 w198149 w314686 w48576 w34893 w135431 w305202 w332345 w66980 w393975 w7624 w320917 w256214 w384021,1,0,1,0,0
2282,w195317 w205904 w321998 w500052 w158353 w286461 w270470 w241910 w360424 w288911 w241910,0,0,1,0,0
6604,w105773 w15521 w174795 w239430 w282514 w333024 w294820 w33992 w186076 w135431 w115724 w331534 w342007 w194870 w74442 w365738 w126729 w305814 w399845 w34893 w394873 w115549 w213509 w500021 w120979,1,1,0,0,0
3639,w186494 w270233 w223897 w330842 w116919 w126056 w351537 w82660 w198528 w286297 w376233 w250138 w34893 w286596 w305244 w197783 w207614 w34893 w82341 w111498,0,0,1,1,0
5646,w325666 w61795 w342153 w90685 w66980 w254516 w240313 w257531 w111248 w164005 w105918 w188324 w47586 w277040 w365489 w250138,0,0,0,1,0
193,w231505 w3366 w15393 w4545 w34893 w374708 w225739 w254516 w187397 w374393 w132739 w385444 w6645 w202665 w86171 w158337 w15393,1,0,0,0,0
6033,w500001 w128292 w253354 w254516 w102910 w374393 w20297 w261113 w115771 w331534 w384021 w1867 w120979 w217871 w173688 w347760 w386937 w380494 w197783,0,1,1,0,0
6776,w386891 w391558 w500002 w374574 w34893 w286083 w8992 w186648 w302431 w138132 w250138 w105773 w194870 w12216 w217871 w34893 w289496 w159743 w247466 w7643 w15393,1,0,0,1,0
3317,w195317 w102200 w381413 w34893 w287754 w7643 w241910 w238644 w326377 w232128 w395350 w17904 w26791 w34893 w13033 w204750 w207476 w375088 w6645 w202665 w86171 w200253 w307332 w109047 w221983,0,0,1,0,0
5140,w194870 w362953 w33992 w4545 w34893 w374708 w225739 w254516 w374393 w384027 w132739 w332827 w242257 w273956 w70969,0,1,1,0,0
4116,w241163 w21643 w34893 w337134 w134152 w181937 w216218 w376233 w250138 w311583 w164528 w234583 w311583 w500061 w322219 w144920 w172251 w105773 w194870 w295346 w263923 w314686 w500148 w500309,0,0,1,1,0
6777,w277040 w365489 w142655 w193800 w120979 w250138 w71369 w207614 w20434 w35857 w217871 w279437 w20894 w352393 w46635 w126631 w314686,0,0,1,1,0
6494,w157401 w229673 w97300 w286461 w34893 w320917 w204762 w150363 w159776 w115724 w236919 w15393 w217871 w204762 w150363 w256214,1,0,0,0,0
2641,w194870 w122953 w256905 w66217 w207614 w34893 w56481 w37419 w218713 w286461 w34893 w285359 w1867 w120979 w253354 w34893 w204762 w130588 w241910 w115197 w186076 w66980 w194870 w292769,0,1,1,0,0
4048,w27377 w115724 w396148 w193067 w203093 w162025 w34893 w371640 w391937 w186076 w84933 w35857 w303336 w276703 w35857 w314686 w311583 w390708,0,0,1,0,0
2081,w229673 w256553 w97300 w286461 w34893 w320917 w277040 w333024 w500005 w376233 w221983 w360424 w359330 w115724 w1867 w120979,0,1,0,0,1
7228,w500285 w36882 w71369 w207614 w20434 w35857 w217871 w279437 w20894 w173688 w347760 w54702 w321502 w239430 w380494 w221983,0,1,0,0,1
880,w256897 w500001 w128292 w253354 w102910 w374393 w20297 w261113 w93366 w150422 w317619 w137817 w36882 w366481 w166767 w198149 w1867 w120979 w34893 w339993 w202746 w250138,0,1,0,1,0
6137,w334904 w225739 w194870 w500285 w36882 w217871 w316845 w500056 w217871 w230409 w500012 w186457 w155034 w236731 w378209 w354661 w22890 w329571 w12685,0,1,1,0,0
876,w220579 w177420 w244717 w391470 w382355 w34893 w6564 w104397 w221983 w311583 w380494 w304150 w86601 w20297 w15393 w207614 w34893 w152575 w20297,1,0,0,0,1
2862,w282225 w194870 w115114 w66980 w116919 w333024 w70856 w221983 w314919 w22890 w116919 w221983,0,0,0,0,1
4312,w195317 w194130 w34893 w374393 w202951 w395130 w165609 w286596 w273956 w12685 w391554 w195317 w311583 w34893 w111248 w315535 w500069 w344516 w373075 w173430 w15393 w71392 w253067 w345757 w77100 w162756 w342007,1,0,1,0,0
2848,w500006 w132739 w366835 w314919 w63368 w22890 w221983 w337134 w359330 w115724 w1867 w120979 w230707 w368487 w303707 w12685,0,1,1,0,1
5990,w194000 w382355 w122531 w380494 w197783 w47586 w120979 w155034 w311583 w81482 w111709 w271189 w122065 w185790 w36882 w207614 w751 w386149 w20297 w335611 w240417 w158522 w121255 w193800 w1867 w120979,0,1,0,0,0
5241,w342153 w267098 w276473 w303894 w385834 w133070 w241910 w121255 w47586 w115724 w75397 w237465 w256553 w218713 w243012 w194870 w115114 w186457,1,0,1,0,0
3958,w352393 w42921 w15393 w203093 w162025 w34893 w371640 w391937 w371076 w186076 w84933 w303336 w7718 w378116 w236919 w314686,1,0,1,0,0
3336,w173317 w39222 w207614 w553 w500004 w71240 w66980 w392147 w373260 w322219 w245476 w52265 w217871 w30555 w296675 w207614 w34893 w113598 w338587 w186076 w222433 w34893 w341569 w262747 w166786 w230612 w4564 w105389 w311583 w34893 w345243 w358627 w181937 w33992,1,1,1,0,0
7310,w279289 w395855 w61795 w286461 w308610 w111248 w73677 w125403 w15393 w217871 w111248 w261297 w185078 w136665 w205991 w1867 w120979,1,1,0,0,0
4657,w256553 w286461 w39218 w203538 w286596 w276473 w12685 w66980 w194870 w13069 w251935 w185379 w34893 w111248 w309016 w150404 w241910,0,0,1,0,0
1790,w237465 w125056 w67524 w217871 w230090 w286461 w34893 w89538 w250922 w376233 w221983 w311583 w66281 w372149 w90437 w15393,1,0,0,0,1
4671,w158995 w241780 w332305 w34893 w223408 w267845 w180757 w115724 w1867 w120979 w19617 w186076 w111248 w303894 w331536 w121255 w193800 w120979 w194870 w12216,0,1,0,0,0
7223,w254516 w321998 w209018 w186648 w500039 w250138 w207614 w255050 w254429 w233042 w311583 w386524 w217871 w500043 w360226 w82660 w82687,0,0,0,1,0
2130,w500049 w239044 w302766 w311583 w129473 w338587 w50316 w381474 w250138 w217871 w320622 w138576 w121255 w123298 w153164 w79880,1,0,0,1,0
5230,w159784 w255019 w127817 w276061 w197783 w193800 w36882 w239332 w264542 w240587 w194870 w294269 w69057 w374393 w106327 w270233 w261113 w374393 w247655 w34893 w253845 w20297 w385293 w319927 w500142,0,1,1,0,0
5169,w254516 w165492 w369717 w250138 w50563 w311583 w380347 w22590 w217871 w34893 w322775 w62255 w223408 w26791 w113935 w108000 w368487 w276473 w12685,0,0,1,1,0
4379,w69952 w380494 w15393 w353893 w47586 w305410 w257789 w70293 w194427 w311215 w5348 w42169 w256897 w270233 w33502 w269165 w82341 w370005,1,0,0,0,1
1472,w167111 w189406 w279437 w194870 w351537 w114673 w197783 w193800 w331534 w500179 w150520 w59496 w34893 w189307 w352013 w144920 w169896 w276473 w188324 w250138,0,1,0,1,0
2626,w195317 w356690 w186076 w185000 w300670 w156065 w127064 w203588 w500022 w258160 w395130 w122531 w16587 w12685 w253354 w276703 w26335 w74232 w392167,1,0,1,0,0
2195,w121255 w47586 w277040 w365489 w334392 w145907 w93366 w230346 w317619 w60236 w33992 w70293 w194427 w311215 w5348 w42169 w256897 w33502 w269165 w82341 w370005 w66217,0,1,0,0,0
3604,w194870 w220342 w127737 w256304 w256214 w384021 w36882 w111248 w89538 w144920 w187552 w173688 w85858 w241910 w186076 w194870 w44158 w359088 w116919 w376233 w221983,0,1,1,0,1
1669,w155034 w256553 w376233 w181937 w116919 w221983 w89538 w186076 w240587 w334524 w207614 w282140 w193800 w34234 w500039 w250138 w186076 w240587,0,0,0,1,1
5428,w125056 w67524 w217871 w230090 w286461 w34893 w89538 w101837 w70856 w280823 w221983 w311583 w186648 w34234 w33992,0,1,0,0,1
5689,w195317 w256553 w286461 w204762 w150363 w373033 w218102 w109047 w66980 w194870 w42169 w251935 w185379 w34893 w111248 w365489 w15393 w204762 w150363,1,0,1,0,0
3291,w373517 w500078 w20297 w360699 w34893 w54702 w368487 w12685 w89538 w320917 w261297 w319562 w241910 w311583 w136665 w184941,0,0,1,0,0
3084,w500126 w240587 w286461 w34893 w145577 w20297 w374393 w23969 w84287 w255783 w198565 w115549 w213509 w500021 w217871 w276703 w301542 w19054 w310549 w22890 w8954 w250138 w500501,1,0,0,1,0
6226,w500042 w358562 w81698 w194870 w221366 w66980 w34893 w101837 w255783 w385368 w249337 w221983 w368487 w276473 w68021 w133070 w380494 w241910,0,0,1,0,1
2465,w237465 w125056 w66980 w254516 w223059 w111411 w112319 w165609 w54702 w69002 w280823 w309108 w118125 w250138 w500576,0,0,0,1,0
4976,w318673 w350483 w356690 w318673 w151648 w34893 w111248 w254439 w163007 w121255 w193800 w42169 w237465 w356690 w151648 w34893 w312941 w42402 w266998 w115724 w336335 w500009,1,0,0,0,0
1916,w237465 w102200 w186076 w286461 w34893 w39218 w167372 w69002 w250138,0,0,0,1,0
2946,w236352 w186076 w151648 w155034 w311583 w34893 w261297 w361433 w90685 w273956 w12685 w349239 w340315 w22890 w263923 w241910,0,0,1,0,0
1418,w372212 w127707 w186076 w391575 w380881 w66980 w347266 w22890 w197783 w193800 w120979 w246166 w122531 w267098 w331536 w120979,0,1,0,0,0
5151,w254516 w71392 w253067 w380347 w249178 w36882 w50563 w311583 w380347 w22590 w217871 w34893 w322775 w62255 w363552 w331534 w121255 w193800 w336335,1,1,0,0,0
3389,w195317 w356690 w185000 w194870 w300670 w156065 w26335 w142266 w331534 w121255 w193800 w120979 w253354 w194870 w255331 w68021 w12685,0,1,1,0,0
2737,w369971 w298189 w321998 w333024 w250138 w136665 w34234 w121255 w193800 w118125 w120979 w194427 w311215 w5348 w42169 w256897 w270233 w33502 w269165 w82341 w370005 w66217,0,1,0,1,0
1385,w204762 w101681 w500307 w53277 w366000 w15393 w324593 w277040 w286596 w322224 w392167 w70293 w194427 w5348 w42169 w256897 w270233 w33502 w269165 w82341 w370005 w66217,1,0,0,0,0
2734,w135270 w217871 w254516 w300365 w160505 w94172 w118125 w120979 w20297 w239332 w56311 w34893 w345945 w155657 w106102 w186648 w33992,0,1,0,0,0
93,w167111 w34893 w234583 w113935 w115549 w213509 w500021 w111248 w500175 w193800 w33992,1,1,0,0,0
4514,w194870 w61795 w111248 w300261 w184773 w318673 w234583 w113935 w390708 w178244 w250138 w78540 w82660 w50316 w33992 w127234,0,0,1,1,0
3413,w377964 w137669 w204762 w150363 w500337 w177163 w267864 w342007 w48576 w311583 w34893 w277002 w70673 w295346 w314686 w66980 w393975 w358149 w500013 w135431 w209530 w314686,1,0,1,0,0
6017,w318673 w368487 w384027 w341569 w54702 w322224 w15393 w301033 w194870 w20160 w374393 w194870 w223736 w237465 w302460 w151648 w378209 w172358 w331534 w91800 w70969 w186076 w358094 w86534,1,0,1,0,0
5764,w279289 w378979 w41024 w389319 w392173 w27013 w286596 w175602 w118125 w120979 w233042 w337250 w302106 w215985 w45952 w173430 w241910,0,1,1,0,0
6620,w195317 w374666 w194870 w167540 w388071 w82026 w126394 w225739 w34893 w121255 w193800 w71240 w111248 w59869 w500564 w338587 w256214 w384021 w75397 w391554 w125056 w42589 w162965,1,0,0,0,0
3542,w82026 w182664 w384857 w278986 w250138 w192464 w270233 w177420 w151648 w396418 w204121 w500356 w362316 w338587 w202988 w120979,1,1,0,0,0
7171,w151648 w34893 w359088 w222856 w280823 w221983 w194870 w157128 w101837 w331534 w91800 w314686 w296767 w384530 w185379 w84933 w155411 w29880 w500001 w148650 w311583 w230522 w204540 w61795 w119162,0,0,1,0,1
1321,w155918 w270091 w84391 w105773 w500031 w285847 w84933 w500032 w127737 w194870 w500033 w233699 w94172 w250138 w311583 w164528 w234583 w390708 w282136 w314231 w105773 w194130 w309486 w63426 w399554 w247037 w356891 w250138,0,0,0,1,0
3172,w82026 w182664 w384857 w278986 w250138 w192464 w270233 w177420 w151648 w396418 w204121 w376144 w177163 w342007 w266998 w174229 w276703 w241910,1,0,1,0,0
1120,w7718 w359330 w236725 w238507 w145577 w162756 w342007 w48576 w292000 w305137 w182664 w384857 w47586 w235668 w240587 w305925 w207614 w20894 w263923 w241910,1,0,1,0,0
6145,w266528 w259571 w369717 w205991 w174229 w241910 w48576 w292000 w305137 w182664 w384857 w47586 w235668 w240587 w305925 w207614 w386149 w7718 w359330 w145577 w162756 w15393,1,0,1,0,0
6276,w385820 w39218 w331534 w1867 w120979 w292000 w217871 w148650 w220790 w233042 w207614 w20894 w247655 w500010 w136109 w119713 w272693,0,1,1,0,0
4734,w373517 w37419 w358253 w162965 w286461 w68194 w85858 w234583 w241910 w34893 w40863 w121255 w380494 w12685,0,0,1,0,0
5912,w167111 w189406 w279437 w194870 w351537 w172358 w500388 w205991 w8954 w150520 w59496 w34893 w189307 w352013 w187552 w209530 w241910,0,1,1,0,0
1314,w500166 w342007 w71240 w377964 w311583 w8 w121802 w322219 w111248 w286596 w362009,1,0,1,0,0
5158,w386891 w391558 w500002 w127737 w34893 w286083 w8992 w41288 w277040 w280823 w221983 w105773 w194870 w12216 w217871 w34893 w87179 w60250 w280823 w375528 w90685 w241910,0,0,1,0,1
4285,w195317 w321998 w194870 w500052 w158353 w286461 w380347 w115724 w334615 w36882 w217871 w277361 w171593 w36882,0,1,0,0,0
953,w279289 w378979 w41024 w389319 w392173 w141497 w63426 w242257 w314686 w233042 w311583 w302106 w215985 w6645 w241910 w369266 w62255,0,0,1,0,0
1544,w500042 w358562 w81698 w194870 w26509 w66980 w34893 w115043 w299289 w256214 w384021 w1867 w120979 w375618 w384021 w309016 w222856 w250138,0,1,0,1,0
4234,w286461 w333968 w223408 w7678 w198528 w273956 w12685 w20297 w317736 w146845 w207614 w270233 w77840 w34893 w270851 w286596 w272605 w12685 w186076 w399290 w194870 w52572 w253354 w71392 w253067 w57825 w332345,0,0,1,0,0
464,w119784 w194870 w125704 w31180 w131051 w126729 w269012 w90685 w195317 w53573 w253354 w186076 w41128 w373517 w294269 w78494 w238644 w174897 w240625 w173688 w85858 w126631 w119716 w314686 w105773 w194870 w279541 w261801 w253067 w373517 w314861 w71369 w214312 w87594 w314686,0,0,1,0,0
5793,w195317 w194130 w34893 w382355 w374393 w122531 w380494 w15393 w391554 w239044 w311583 w34893 w111248 w315535 w180757 w14690 w192814 w294820 w33992 w135431 w392147 w98208 w218871 w241910,1,1,1,0,0
3943,w34893 w132272 w343216 w70856 w500056 w122531 w111248 w286596 w241910 w282225 w29880 w130532,0,0,1,0,0
5954,w270233 w261113 w18470 w337250 w366000 w378735 w500012 w306830 w200253 w127834 w93170 w22890 w374577 w292000 w7718 w350707 w93616 w319646 w398740 w323848,0,1,1,0,0
